id,state,county,balance
21239,Kentucky,WOODFORD COUNTY,-70010.72385
22001,Louisiana,ACADIA PARISH,273542.6781
22003,Louisiana,ALLEN PARISH,54988.09731
22005,Louisiana,ASCENSION PARISH,-387010.3197
22007,Louisiana,ASSUMPTION PARISH,-450382.7297
22009,Louisiana,AVOYELLES PARISH,-55394.22564
22011,Louisiana,BEAUREGARD PARISH,-42198.92241
22013,Louisiana,BIENVILLE PARISH,4476.693792
22015,Louisiana,BOSSIER PARISH,11172.49363
22017,Louisiana,CADDO PARISH,564105.9464
22019,Louisiana,CALCASIEU PARISH,-5806276.352
22021,Louisiana,CALDWELL PARISH,33436.77562
22023,Louisiana,CAMERON PARISH,61521.20105
22025,Louisiana,CATAHOULA PARISH,-92588.24044
22027,Louisiana,CLAIBORNE PARISH,84394.5862
22029,Louisiana,CONCORDIA PARISH,-873266.3583
22031,Louisiana,DE SOTO PARISH,29710.95447
22033,Louisiana,EAST BATON ROUGE PARISH,360586.91
22035,Louisiana,EAST CARROLL PARISH,-67333.00083
22037,Louisiana,EAST FELICIANA PARISH,-14655.4141
22039,Louisiana,EVANGELINE PARISH,185464.1422
22041,Louisiana,FRANKLIN PARISH,-20736.51971
22043,Louisiana,GRANT PARISH,-216441.8766
22045,Louisiana,IBERIA PARISH,-2760238.72
22047,Louisiana,IBERVILLE PARISH,-32372.32898
22049,Louisiana,JACKSON PARISH,5900.268233
22053,Louisiana,JEFFERSON DAVIS PARISH,59241.6429
22051,Louisiana,JEFFERSON PARISH,-250874415
22055,Louisiana,LAFAYETTE PARISH,-4364420.895
22057,Louisiana,LAFOURCHE PARISH,-4927443.64
22059,Louisiana,LASALLE PARISH,-14024.04622
22061,Louisiana,LINCOLN PARISH,-9139.838287
22063,Louisiana,LIVINGSTON PARISH,-2295139.919
22065,Louisiana,MADISON PARISH,-66595.59894
22067,Louisiana,MOREHOUSE PARISH,11940.44571
22069,Louisiana,NATCHITOCHES PARISH,-12209.29783
22071,Louisiana,ORLEANS PARISH,-84297070.81
22073,Louisiana,OUACHITA PARISH,-3163987.14
22075,Louisiana,PLAQUEMINES PARISH,-25727729.06
22077,Louisiana,POINTE COUPEE PARISH,-43356.12161
22079,Louisiana,RAPIDES PARISH,-781632.6328
22081,Louisiana,RED RIVER PARISH,24148.06593
22083,Louisiana,RICHLAND PARISH,-4431.273554
22085,Louisiana,SABINE PARISH,12438.01477
22087,Louisiana,ST. BERNARD PARISH,-4945347.143
22089,Louisiana,ST. CHARLES PARISH,-8877403.62
22091,Louisiana,ST. HELENA PARISH,36024.324
22093,Louisiana,ST. JAMES PARISH,-349653.7553
22095,Louisiana,ST. JOHN THE BAPTIST PARISH,-1404723.686
22097,Louisiana,ST. LANDRY PARISH,-428787.6556
22099,Louisiana,ST. MARTIN PARISH,-314540.4571
22101,Louisiana,ST. MARY PARISH,-7794854.08
22103,Louisiana,ST. TAMMANY PARISH,-43401143.09
22105,Louisiana,TANGIPAHOA PARISH,-2244389.091
22107,Louisiana,TENSAS PARISH,-92909.05644
22109,Louisiana,TERREBONNE PARISH,-15088097.62
22111,Louisiana,UNION PARISH,12614.82957
22113,Louisiana,VERMILION PARISH,-3458654.346
22115,Louisiana,VERNON PARISH,98657.10308
22117,Louisiana,WASHINGTON PARISH,99343.83795
22119,Louisiana,WEBSTER PARISH,35998.55776
22121,Louisiana,WEST BATON ROUGE PARISH,-381593.8499
22123,Louisiana,WEST CARROLL PARISH,-17661.41659
22125,Louisiana,WEST FELICIANA PARISH,13193.22777
22127,Louisiana,WINN PARISH,12460.29994
23001,Maine,ANDROSCOGGIN COUNTY,30672.66746
23003,Maine,AROOSTOOK COUNTY,-2517.64307
23005,Maine,CUMBERLAND COUNTY,408656.234
23007,Maine,FRANKLIN COUNTY,26298.38949
23009,Maine,HANCOCK COUNTY,360989.9748
23011,Maine,KENNEBEC COUNTY,-85983.4442
23013,Maine,KNOX COUNTY,366760.8578
23015,Maine,LINCOLN COUNTY,359483.643
23017,Maine,OXFORD COUNTY,48674.75193
23019,Maine,PENOBSCOT COUNTY,-311412.9691
23021,Maine,PISCATAQUIS COUNTY,70987.10535
23023,Maine,SAGADAHOC COUNTY,155704.5255
23025,Maine,SOMERSET COUNTY,-69643.20544
23027,Maine,WALDO COUNTY,156214.0348
23029,Maine,WASHINGTON COUNTY,107076.0564
23031,Maine,YORK COUNTY,-143540.14
24001,Maryland,ALLEGANY COUNTY,159958.2838
24003,Maryland,ANNE ARUNDEL COUNTY,2130315.927
24510,Maryland,BALTIMORE CITY,-1511197.941
24005,Maryland,BALTIMORE COUNTY,1147860.711
24009,Maryland,CALVERT COUNTY,287166.347
24011,Maryland,CAROLINE COUNTY,30068.91865
24013,Maryland,CARROLL COUNTY,-109042.6964
24015,Maryland,CECIL COUNTY,99820.69373
24017,Maryland,CHARLES COUNTY,102149.4038
24019,Maryland,DORCHESTER COUNTY,717753.5634
24021,Maryland,FREDERICK COUNTY,32644.77703
24023,Maryland,GARRETT COUNTY,12405.23702
24025,Maryland,HARFORD COUNTY,129719.683
24027,Maryland,HOWARD COUNTY,81229.52743
24029,Maryland,KENT COUNTY,400036.357
24031,Maryland,MONTGOMERY COUNTY,146989.5342
24033,Maryland,PRINCE GEORGE'S COUNTY,-714377.4469
24035,Maryland,QUEEN ANNE'S COUNTY,731837.2375
24039,Maryland,SOMERSET COUNTY,700536.6961
24037,Maryland,ST. MARY'S COUNTY,607312.6445
24041,Maryland,TALBOT COUNTY,1168472.589
24043,Maryland,WASHINGTON COUNTY,11512.53727
24045,Maryland,WICOMICO COUNTY,-112069.8787
24047,Maryland,WORCESTER COUNTY,-1952158.46
25001,Massachusetts,BARNSTABLE COUNTY,12531439.55
25003,Massachusetts,BERKSHIRE COUNTY,577296.6544
25005,Massachusetts,BRISTOL COUNTY,2662586.998
25007,Massachusetts,DUKES COUNTY,1182554.728
25009,Massachusetts,ESSEX COUNTY,4893304.539
25011,Massachusetts,FRANKLIN COUNTY,6275.84695
25013,Massachusetts,HAMPDEN COUNTY,-355138.6208
25015,Massachusetts,HAMPSHIRE COUNTY,257463.3411
25017,Massachusetts,MIDDLESEX COUNTY,-1660840.17
25019,Massachusetts,NANTUCKET COUNTY,1574978.297
25021,Massachusetts,NORFOLK COUNTY,3920102.377
25023,Massachusetts,PLYMOUTH COUNTY,11530827.92
25025,Massachusetts,SUFFOLK COUNTY,3787182.735
25027,Massachusetts,WORCESTER COUNTY,1137433.366
26001,Michigan,ALCONA COUNTY,24629.98955
26003,Michigan,ALGER COUNTY,8980.333497
26005,Michigan,ALLEGAN COUNTY,45673.14344
26007,Michigan,ALPENA COUNTY,40933.17049
26009,Michigan,ANTRIM COUNTY,15230.29275
26011,Michigan,ARENAC COUNTY,67989.35833
26013,Michigan,BARAGA COUNTY,5218.86768
26015,Michigan,BARRY COUNTY,171906.4244
26017,Michigan,BAY COUNTY,382196.823
26019,Michigan,BENZIE COUNTY,49124.5174
26021,Michigan,BERRIEN COUNTY,-10424.41526
26023,Michigan,BRANCH COUNTY,81712.81803
26025,Michigan,CALHOUN COUNTY,91553.61312
26027,Michigan,CASS COUNTY,28485.09043
26029,Michigan,CHARLEVOIX COUNTY,-7654.088651
26031,Michigan,CHEBOYGAN COUNTY,-14715.93174
26033,Michigan,CHIPPEWA COUNTY,36736.44419
26035,Michigan,CLARE COUNTY,15935.9351
26037,Michigan,CLINTON COUNTY,91294.64183
26039,Michigan,CRAWFORD COUNTY,10051.27317
26041,Michigan,DELTA COUNTY,7761.663071
26043,Michigan,DICKINSON COUNTY,2200.499689
26045,Michigan,EATON COUNTY,70977.86847
26047,Michigan,EMMET COUNTY,11605.00081
26049,Michigan,GENESEE COUNTY,215793.5721
26051,Michigan,GLADWIN COUNTY,6656.673446
26053,Michigan,GOGEBIC COUNTY,1601.925511
26055,Michigan,GRAND TRAVERSE COUNTY,22805.72475
26057,Michigan,GRATIOT COUNTY,25104.36006
26059,Michigan,HILLSDALE COUNTY,19338.38839
26061,Michigan,HOUGHTON COUNTY,-1325.634113
26063,Michigan,HURON COUNTY,150671.0109
26065,Michigan,INGHAM COUNTY,1185066.009
26067,Michigan,IONIA COUNTY,41382.9607
26069,Michigan,IOSCO COUNTY,66470.37719
26073,Michigan,ISABELLA COUNTY,23081.97455
26075,Michigan,JACKSON COUNTY,203845.8259
26077,Michigan,KALAMAZOO COUNTY,189088.2849
26079,Michigan,KALKASKA COUNTY,360.1656409
26081,Michigan,KENT COUNTY,684210.8887
26085,Michigan,LAKE COUNTY,11112.57572
26087,Michigan,LAPEER COUNTY,50501.18178
26089,Michigan,LEELANAU COUNTY,66973.18919
26091,Michigan,LENAWEE COUNTY,52403.4415
26093,Michigan,LIVINGSTON COUNTY,188521.5912
26097,Michigan,MACKINAC COUNTY,41131.62756
26099,Michigan,MACOMB COUNTY,1142354.714
26101,Michigan,MANISTEE COUNTY,27453.64645
26103,Michigan,MARQUETTE COUNTY,17784.07172
26105,Michigan,MASON COUNTY,55120.59802
26107,Michigan,MECOSTA COUNTY,6605.688153
26109,Michigan,MENOMINEE COUNTY,25883.88829
26111,Michigan,MIDLAND COUNTY,65666.25254
26115,Michigan,MONROE COUNTY,1154689.291
26117,Michigan,MONTCALM COUNTY,-496.1119461
26121,Michigan,MUSKEGON COUNTY,5079.657413
26123,Michigan,NEWAYGO COUNTY,-30767.12789
26125,Michigan,OAKLAND COUNTY,838887.9987
26127,Michigan,OCEANA COUNTY,25428.01184
26131,Michigan,ONTONAGON COUNTY,25953.59783
26133,Michigan,OSCEOLA COUNTY,16761.13164
26139,Michigan,OTTAWA COUNTY,238821.1575
26143,Michigan,ROSCOMMON COUNTY,-7764.734811
26145,Michigan,SAGINAW COUNTY,498617.0016
26151,Michigan,SANILAC COUNTY,-31078.82207
26153,Michigan,SCHOOLCRAFT COUNTY,-106.258575
26155,Michigan,SHIAWASSEE COUNTY,168980.9789
26147,Michigan,ST. CLAIR COUNTY,547879.7975
26149,Michigan,ST. JOSEPH COUNTY,76196.53385
26157,Michigan,TUSCOLA COUNTY,10848.01371
26159,Michigan,VAN BUREN COUNTY,56633.90599
26161,Michigan,WASHTENAW COUNTY,488573.8906
26163,Michigan,WAYNE COUNTY,2008287.632
26165,Michigan,WEXFORD COUNTY,17562.27276
27001,Minnesota,AITKIN COUNTY,-97674.30025
27003,Minnesota,ANOKA COUNTY,-290882.5571
27005,Minnesota,BECKER COUNTY,4429.632268
27007,Minnesota,BELTRAMI COUNTY,-1746.349694
27009,Minnesota,BENTON COUNTY,-184457.2876
27011,Minnesota,BIG STONE COUNTY,7994.46096
27013,Minnesota,BLUE EARTH COUNTY,-21260.19845
27015,Minnesota,BROWN COUNTY,1683.444086
27017,Minnesota,CARLTON COUNTY,11721.64185
27019,Minnesota,CARVER COUNTY,-3931.311133
27021,Minnesota,CASS COUNTY,-8661.560601
27023,Minnesota,CHIPPEWA COUNTY,2540.133469
27025,Minnesota,CHISAGO COUNTY,-13212.19755
27027,Minnesota,CLAY COUNTY,-22810.5416
27029,Minnesota,CLEARWATER COUNTY,417.7517564
27031,Minnesota,COOK COUNTY,417.060086
27033,Minnesota,COTTONWOOD COUNTY,41127.19937
27035,Minnesota,CROW WING COUNTY,34949.92677
27037,Minnesota,DAKOTA COUNTY,55277.46304
27039,Minnesota,DODGE COUNTY,7629.959227
27041,Minnesota,DOUGLAS COUNTY,-41129.97431
27043,Minnesota,FARIBAULT COUNTY,4791.434369
27045,Minnesota,FILLMORE COUNTY,-6368.895632
27047,Minnesota,FREEBORN COUNTY,4104.71394
27049,Minnesota,GOODHUE COUNTY,5333.323958
27053,Minnesota,HENNEPIN COUNTY,497902.7123
27055,Minnesota,HOUSTON COUNTY,6677.021689
27057,Minnesota,HUBBARD COUNTY,-2572.878104
27059,Minnesota,ISANTI COUNTY,31702.03119
27061,Minnesota,ITASCA COUNTY,-757.5632684
27063,Minnesota,JACKSON COUNTY,2084.132511
27065,Minnesota,KANABEC COUNTY,17275.97828
27067,Minnesota,KANDIYOHI COUNTY,-5735.22179
27069,Minnesota,KITTSON COUNTY,11020.65591
27071,Minnesota,KOOCHICHING COUNTY,8289.930529
27073,Minnesota,LAC QUI PARLE COUNTY,-2616.461552
27075,Minnesota,LAKE COUNTY,6805.071277
27077,Minnesota,LAKE OF THE WOODS COUNTY,8625.606228
27079,Minnesota,LE SUEUR COUNTY,-134782.0268
27081,Minnesota,LINCOLN COUNTY,6377.722763
27083,Minnesota,LYON COUNTY,-19633.36018
27087,Minnesota,MAHNOMEN COUNTY,1482.036219
27089,Minnesota,MARSHALL COUNTY,-10010.27929
27091,Minnesota,MARTIN COUNTY,-79.62406652
27085,Minnesota,MCLEOD COUNTY,14902.45725
27093,Minnesota,MEEKER COUNTY,32271.71946
27095,Minnesota,MILLE LACS COUNTY,-45372.85709
27097,Minnesota,MORRISON COUNTY,-47695.45932
27099,Minnesota,MOWER COUNTY,83812.7995
27101,Minnesota,MURRAY COUNTY,8056.81554
27103,Minnesota,NICOLLET COUNTY,-30790.51296
27105,Minnesota,NOBLES COUNTY,112943.351
27107,Minnesota,NORMAN COUNTY,25372.14546
27109,Minnesota,OLMSTED COUNTY,-64260.67683
27111,Minnesota,OTTER TAIL COUNTY,1771.24944
27113,Minnesota,PENNINGTON COUNTY,-7916.937733
27115,Minnesota,PINE COUNTY,-67833.9293
27117,Minnesota,PIPESTONE COUNTY,12218.41809
27119,Minnesota,POLK COUNTY,-49094.3622
27121,Minnesota,POPE COUNTY,-2635.978224
27123,Minnesota,RAMSEY COUNTY,40935.36585
27125,Minnesota,RED LAKE COUNTY,840.559079
27127,Minnesota,REDWOOD COUNTY,-6276.555012
27129,Minnesota,RENVILLE COUNTY,3018.351281
27131,Minnesota,RICE COUNTY,57076.69004
27133,Minnesota,ROCK COUNTY,11594.50321
27135,Minnesota,ROSEAU COUNTY,161408.8995
27139,Minnesota,SCOTT COUNTY,106840.3285
27141,Minnesota,SHERBURNE COUNTY,-115422.4532
27143,Minnesota,SIBLEY COUNTY,-7877.795939
27137,Minnesota,ST. LOUIS COUNTY,85496.17042
27145,Minnesota,STEARNS COUNTY,-201666.9915
27147,Minnesota,STEELE COUNTY,79739.76342
27149,Minnesota,STEVENS COUNTY,9940.107225
27151,Minnesota,SWIFT COUNTY,13178.84917
27153,Minnesota,TODD COUNTY,7793.091411
27155,Minnesota,TRAVERSE COUNTY,21242.06016
27157,Minnesota,WABASHA COUNTY,22431.73537
27159,Minnesota,WADENA COUNTY,5971.606801
27161,Minnesota,WASECA COUNTY,-1888.242781
27163,Minnesota,WASHINGTON COUNTY,101228.4928
27165,Minnesota,WATONWAN COUNTY,-564.8634872
27167,Minnesota,WILKIN COUNTY,-112681.2387
27169,Minnesota,WINONA COUNTY,2169.563258
27171,Minnesota,WRIGHT COUNTY,-37771.54353
27173,Minnesota,YELLOW MEDICINE COUNTY,7004.511798
28001,Mississippi,ADAMS COUNTY,-145242.0809
28003,Mississippi,ALCORN COUNTY,41030.03554
28005,Mississippi,AMITE COUNTY,1199.12739
28007,Mississippi,ATTALA COUNTY,8339.562161
28009,Mississippi,BENTON COUNTY,431.9093405
28011,Mississippi,BOLIVAR COUNTY,-557623.9927
28013,Mississippi,CALHOUN COUNTY,17856.67565
28015,Mississippi,CARROLL COUNTY,12286.94712
28017,Mississippi,CHICKASAW COUNTY,6352.579487
28019,Mississippi,CHOCTAW COUNTY,6642.344237
28021,Mississippi,CLAIBORNE COUNTY,-34298.18366
28023,Mississippi,CLARKE COUNTY,-46463.80854
28025,Mississippi,CLAY COUNTY,-90237.2913
28027,Mississippi,COAHOMA COUNTY,-77669.09223
28029,Mississippi,COPIAH COUNTY,26355.45899
28031,Mississippi,COVINGTON COUNTY,33684.88635
28033,Mississippi,DESOTO COUNTY,272166.4313
28035,Mississippi,FORREST COUNTY,-126405.8013
28037,Mississippi,FRANKLIN COUNTY,706.6528382
28039,Mississippi,GEORGE COUNTY,-93698.82389
28041,Mississippi,GREENE COUNTY,7045.152314
28043,Mississippi,GRENADA COUNTY,-3614.939593
28045,Mississippi,HANCOCK COUNTY,-13490380.76
28047,Mississippi,HARRISON COUNTY,-98950692.1
28049,Mississippi,HINDS COUNTY,-3586644.066
28051,Mississippi,HOLMES COUNTY,87563.51574
28053,Mississippi,HUMPHREYS COUNTY,-82694.85059
28055,Mississippi,ISSAQUENA COUNTY,29658.50874
28057,Mississippi,ITAWAMBA COUNTY,26976.94917
28059,Mississippi,JACKSON COUNTY,-66570728.22
28061,Mississippi,JASPER COUNTY,20824.09298
28063,Mississippi,JEFFERSON COUNTY,1552.39611
28065,Mississippi,JEFFERSON DAVIS COUNTY,-1230.319939
28067,Mississippi,JONES COUNTY,162256.7229
28069,Mississippi,KEMPER COUNTY,3213.903103
28071,Mississippi,LAFAYETTE COUNTY,-4242.453374
28073,Mississippi,LAMAR COUNTY,22019.94292
28075,Mississippi,LAUDERDALE COUNTY,143731.4702
28077,Mississippi,LAWRENCE COUNTY,33988.9949
28079,Mississippi,LEAKE COUNTY,-449.006478
28081,Mississippi,LEE COUNTY,170427.277
28083,Mississippi,LEFLORE COUNTY,-166915.9961
28085,Mississippi,LINCOLN COUNTY,39691.48367
28087,Mississippi,LOWNDES COUNTY,198728.7161
28089,Mississippi,MADISON COUNTY,-28977.58706
28091,Mississippi,MARION COUNTY,67385.88919
28093,Mississippi,MARSHALL COUNTY,7710.97844
28095,Mississippi,MONROE COUNTY,-42196.15206
28097,Mississippi,MONTGOMERY COUNTY,2537.735389
28099,Mississippi,NESHOBA COUNTY,30382.91212
28101,Mississippi,NEWTON COUNTY,-7758.356594
28103,Mississippi,NOXUBEE COUNTY,-5076.450291
28105,Mississippi,OKTIBBEHA COUNTY,34090.04333
28107,Mississippi,PANOLA COUNTY,30989.61941
28109,Mississippi,PEARL RIVER COUNTY,-108748.6537
28111,Mississippi,PERRY COUNTY,33257.55806
28113,Mississippi,PIKE COUNTY,33235.70165
28115,Mississippi,PONTOTOC COUNTY,14052.60393
28117,Mississippi,PRENTISS COUNTY,18776.19241
28119,Mississippi,QUITMAN COUNTY,-16578.57436
28121,Mississippi,RANKIN COUNTY,-91033.8139
28123,Mississippi,SCOTT COUNTY,34117.09976
28125,Mississippi,SHARKEY COUNTY,-159415.0608
28127,Mississippi,SIMPSON COUNTY,-3514.156505
28129,Mississippi,SMITH COUNTY,18310.89604
28131,Mississippi,STONE COUNTY,1615.17064
28133,Mississippi,SUNFLOWER COUNTY,-22242.16053
28135,Mississippi,TALLAHATCHIE COUNTY,12118.23526
28137,Mississippi,TATE COUNTY,50596.45893
28139,Mississippi,TIPPAH COUNTY,12510.96022
28141,Mississippi,TISHOMINGO COUNTY,9663.952962
28143,Mississippi,TUNICA COUNTY,-5743.29375
28145,Mississippi,UNION COUNTY,30540.95687
28147,Mississippi,WALTHALL COUNTY,38258.88863
28149,Mississippi,WARREN COUNTY,9331.510756
28151,Mississippi,WASHINGTON COUNTY,-332893.4719
28153,Mississippi,WAYNE COUNTY,3961.413435
28155,Mississippi,WEBSTER COUNTY,-349.2550407
28157,Mississippi,WILKINSON COUNTY,-51750.22421
28159,Mississippi,WINSTON COUNTY,9083.599501
28161,Mississippi,YALOBUSHA COUNTY,13501.65945
28163,Mississippi,YAZOO COUNTY,13076.67595
29001,Missouri,ADAIR COUNTY,8584.768418
29003,Missouri,ANDREW COUNTY,763.7890097
29005,Missouri,ATCHISON COUNTY,-3149.024307
29007,Missouri,AUDRAIN COUNTY,22543.33212
29009,Missouri,BARRY COUNTY,37068.12663
29011,Missouri,BARTON COUNTY,22174.62837
29013,Missouri,BATES COUNTY,7809.305714
29015,Missouri,BENTON COUNTY,-58135.14823
29017,Missouri,BOLLINGER COUNTY,488.7093318
29019,Missouri,BOONE COUNTY,-32712.56594
29021,Missouri,BUCHANAN COUNTY,166092.4865
29023,Missouri,BUTLER COUNTY,2919.564706
29025,Missouri,CALDWELL COUNTY,49.26263229
29027,Missouri,CALLAWAY COUNTY,35800.68079
29029,Missouri,CAMDEN COUNTY,-663117.1873
29031,Missouri,CAPE GIRARDEAU COUNTY,46454.18872
29033,Missouri,CARROLL COUNTY,57170.40055
29035,Missouri,CARTER COUNTY,29747.53332
29037,Missouri,CASS COUNTY,32357.0916
29039,Missouri,CEDAR COUNTY,288.3429086
29041,Missouri,CHARITON COUNTY,4705.329616
29043,Missouri,CHRISTIAN COUNTY,-19545.29634
29045,Missouri,CLARK COUNTY,131613.9087
29047,Missouri,CLAY COUNTY,180179.1154
29049,Missouri,CLINTON COUNTY,9022.086202
29051,Missouri,COLE COUNTY,-202858.3116
29053,Missouri,COOPER COUNTY,-3438.903694
29055,Missouri,CRAWFORD COUNTY,53044.52048
29057,Missouri,DADE COUNTY,-1376.055942
29059,Missouri,DALLAS COUNTY,-1571.724146
29061,Missouri,DAVIESS COUNTY,-1771.431301
29063,Missouri,DEKALB COUNTY,1916.603493
29065,Missouri,DENT COUNTY,6266.753618
29067,Missouri,DOUGLAS COUNTY,461.8352891
29069,Missouri,DUNKLIN COUNTY,-83380.72374
29071,Missouri,FRANKLIN COUNTY,-85839.21818
29073,Missouri,GASCONADE COUNTY,-37269.88439
29075,Missouri,GENTRY COUNTY,440.1398342
29077,Missouri,GREENE COUNTY,128322.9421
29079,Missouri,GRUNDY COUNTY,7231.892143
29081,Missouri,HARRISON COUNTY,5961.722085
29083,Missouri,HENRY COUNTY,12787.41271
29087,Missouri,HOLT COUNTY,-7359.977565
29089,Missouri,HOWARD COUNTY,-5416.999418
29091,Missouri,HOWELL COUNTY,93834.65448
29093,Missouri,IRON COUNTY,17410.76727
29095,Missouri,JACKSON COUNTY,1167583.665
29097,Missouri,JASPER COUNTY,-3600.922524
29099,Missouri,JEFFERSON COUNTY,88743.54318
29101,Missouri,JOHNSON COUNTY,6063.848611
29103,Missouri,KNOX COUNTY,323.0666258
29105,Missouri,LACLEDE COUNTY,2604.07222
29107,Missouri,LAFAYETTE COUNTY,1347.916237
29109,Missouri,LAWRENCE COUNTY,33391.61279
29111,Missouri,LEWIS COUNTY,28655.4614
29113,Missouri,LINCOLN COUNTY,-98919.49881
29115,Missouri,LINN COUNTY,-647.8629523
29117,Missouri,LIVINGSTON COUNTY,17408.03985
29121,Missouri,MACON COUNTY,229.9437281
29123,Missouri,MADISON COUNTY,877.1556872
29125,Missouri,MARIES COUNTY,13025.1792
29127,Missouri,MARION COUNTY,58453.56956
29119,Missouri,MCDONALD COUNTY,121.8909244
29129,Missouri,MERCER COUNTY,552.1550402
29131,Missouri,MILLER COUNTY,10680.19727
29133,Missouri,MISSISSIPPI COUNTY,-32461.67718
29135,Missouri,MONITEAU COUNTY,-5201.999674
29137,Missouri,MONROE COUNTY,727.8440042
29139,Missouri,MONTGOMERY COUNTY,-2332.743205
29141,Missouri,MORGAN COUNTY,-120762.2829
29143,Missouri,NEW MADRID COUNTY,36822.30357
29145,Missouri,NEWTON COUNTY,112370.8427
29147,Missouri,NODAWAY COUNTY,10371.41162
29149,Missouri,OREGON COUNTY,13650.7683
29151,Missouri,OSAGE COUNTY,-7406.975184
29153,Missouri,OZARK COUNTY,3226.718565
29155,Missouri,PEMISCOT COUNTY,-24940.81525
29157,Missouri,PERRY COUNTY,42252.79068
29159,Missouri,PETTIS COUNTY,12868.69977
29161,Missouri,PHELPS COUNTY,23672.80503
29163,Missouri,PIKE COUNTY,60814.16754
29165,Missouri,PLATTE COUNTY,120843.8926
29167,Missouri,POLK COUNTY,9061.898157
29169,Missouri,PULASKI COUNTY,-17372.9751
29171,Missouri,PUTNAM COUNTY,-111.4076251
29173,Missouri,RALLS COUNTY,26089.96599
29175,Missouri,RANDOLPH COUNTY,12867.67136
29177,Missouri,RAY COUNTY,52414.9737
29179,Missouri,REYNOLDS COUNTY,40999.74275
29181,Missouri,RIPLEY COUNTY,66988.44266
29195,Missouri,SALINE COUNTY,7224.162308
29201,Missouri,SCOTT COUNTY,178243.8178
29203,Missouri,SHANNON COUNTY,10474.65871
29205,Missouri,SHELBY COUNTY,2063.618398
29183,Missouri,ST. CHARLES COUNTY,-165016.371
29187,Missouri,ST. FRANCOIS COUNTY,-49011.80497
29510,Missouri,ST. LOUIS CITY,403529.0033
29189,Missouri,ST. LOUIS COUNTY,742920.1072
29186,Missouri,STE. GENEVIEVE COUNTY,21222.75409
29207,Missouri,STODDARD COUNTY,119345.9425
29209,Missouri,STONE COUNTY,7835.279556
29211,Missouri,SULLIVAN COUNTY,4849.391687
29213,Missouri,TANEY COUNTY,-1749289.014
29215,Missouri,TEXAS COUNTY,-10398.03741
29217,Missouri,VERNON COUNTY,-6335.998296
29219,Missouri,WARREN COUNTY,-12754.771
29221,Missouri,WASHINGTON COUNTY,11826.08954
29223,Missouri,WAYNE COUNTY,-59221.4423
29225,Missouri,WEBSTER COUNTY,-12198.71481
29227,Missouri,WORTH COUNTY,-2.679555863
29229,Missouri,WRIGHT COUNTY,6903.026048
30001,Montana,BEAVERHEAD COUNTY,14528.6036
30003,Montana,BIG HORN COUNTY,4516.674856
30005,Montana,BLAINE COUNTY,12073.25208
30007,Montana,BROADWATER COUNTY,-1684.852962
30009,Montana,CARBON COUNTY,-73381.85493
30013,Montana,CASCADE COUNTY,-391862.1914
30015,Montana,CHOUTEAU COUNTY,-22516.93392
30017,Montana,CUSTER COUNTY,308633.1422
30021,Montana,DAWSON COUNTY,-5461.486013
30023,Montana,DEER LODGE COUNTY,3087.489066
30025,Montana,FALLON COUNTY,5403.587693
30027,Montana,FERGUS COUNTY,12689.90897
30029,Montana,FLATHEAD COUNTY,-415422.8507
30031,Montana,GALLATIN COUNTY,25172.01614
30033,Montana,GARFIELD COUNTY,2456.738834
30035,Montana,GLACIER COUNTY,11033.79592
30037,Montana,GOLDEN VALLEY COUNTY,-1674.968921
30039,Montana,GRANITE COUNTY,3786.673549
30041,Montana,HILL COUNTY,6245.020057
30043,Montana,JEFFERSON COUNTY,18120.51971
30047,Montana,LAKE COUNTY,18209.28931
30049,Montana,LEWIS AND CLARK COUNTY,41038.93512
30051,Montana,LIBERTY COUNTY,9729.232471
30053,Montana,LINCOLN COUNTY,46585.26856
30057,Montana,MADISON COUNTY,-44843.64363
30059,Montana,MEAGHER COUNTY,5011.151998
30061,Montana,MINERAL COUNTY,-13976.02832
30063,Montana,MISSOULA COUNTY,-75545.20722
30065,Montana,MUSSELSHELL COUNTY,11998.70384
30067,Montana,PARK COUNTY,-63725.90886
30071,Montana,PHILLIPS COUNTY,8777.367403
30073,Montana,PONDERA COUNTY,9178.265968
30075,Montana,POWDER RIVER COUNTY,26730.68532
30077,Montana,POWELL COUNTY,6760.120312
30081,Montana,RAVALLI COUNTY,-185642.0431
30083,Montana,RICHLAND COUNTY,6570.293232
30085,Montana,ROOSEVELT COUNTY,6177.352684
30087,Montana,ROSEBUD COUNTY,-7989.798942
30089,Montana,SANDERS COUNTY,-10927.51455
30093,Montana,SILVER BOW COUNTY,-5545.428679
30095,Montana,STILLWATER COUNTY,-103654.1095
30097,Montana,SWEET GRASS COUNTY,-2628.919039
30099,Montana,TETON COUNTY,16641.12057
30103,Montana,TREASURE COUNTY,-260.2882479
30105,Montana,VALLEY COUNTY,16229.90676
30107,Montana,WHEATLAND COUNTY,3399.345963
30109,Montana,WIBAUX COUNTY,462.092642
30111,Montana,YELLOWSTONE COUNTY,-207474.3443
31001,Nebraska,ADAMS COUNTY,15784.19232
31003,Nebraska,ANTELOPE COUNTY,5411.182235
31009,Nebraska,BLAINE COUNTY,2008.996433
31011,Nebraska,BOONE COUNTY,28117.59003
31013,Nebraska,BOX BUTTE COUNTY,4662.936805
31015,Nebraska,BOYD COUNTY,6143.820039
31019,Nebraska,BUFFALO COUNTY,-22912.67457
